prompt_version,model_name,email_id,event_date,event_type,event_time,meal_type,attendee_count,external_guests,catering_type,office_location,dietary_requirements,room_location,av_equipment,extra_arrangements,missing_fields,draft_reply
v3,gpt-4o,26,"Thursday, April 13",Strategy session with ING,10:00 AM to 4:00 PM,Lunch,15,ING partner,Lunch with vegetarian options,,Vegetarian options,Amsterdam room,Projector,,"[""office_location"", ""extra_arrangements""]","Subject: Follow-up on Strategy Session Request

Hi James,

Thank you for reaching out with the details for your strategy session with ING. To ensure everything is set up perfectly, could you please let me know the office location for the reservation? Additionally, if you require any extra arrangements beyond the lunch setup and projector, please let me know.

Looking forward to your response.

Best regards,

[Your Name]  
Xebia Hospitality Team"
v3,gpt-4o,27,"Monday, March 8",Get-together for new hires,2:00 to 5:00 PM,Snacks,8,Internal Xebia employees,Coffee and snacks,,,Grand Café,,,"[""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]","Subject: Follow-up on Your Get-together Request

Hi Lisa,

I hope you're doing well too!

Thanks for reaching out about the get-together for the new hires. It sounds like a great initiative! To ensure everything is set up perfectly, could you please provide a bit more information?

- Which office location will you be using for the event?
- Are there any specific dietary requirements we should be aware of for the snacks?
- Will you need any AV equipment during the get-together?
- Are there any extra arrangements or special requests you'd like us to consider?

Once I have these details, I'll be able to finalize the arrangements for you.

Thanks so much, and I'm here if you have any questions!

Cheers,  
[Your Name]  
Xebia Hospitality Team"
v3,gpt-4o,28,"Friday, November 15",Brainstorming session with Deloitte,9:00 AM,Breakfast,12,Deloitte,Light breakfast,,,Paris room,,,"[""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]","Subject: Additional Information Needed for Upcoming Brainstorming Session

Dear Robert,

Thank you for reaching out with the details of the upcoming brainstorming session with Deloitte. We're eager to assist in making it a successful event.

To ensure we meet all your needs, could you please provide the following additional information at your earliest convenience?

- Office location where the Paris room is situated.
- Any dietary requirements or preferences for the breakfast.
- AV equipment needs for the session.
- If there are any extra arrangements or specific requests you might have.

Once we have this information, we can proceed with the arrangements promptly. If there's anything else we can do to assist, please let us know.

Looking forward to your reply.

Best regards,

[Your Name]  
Xebia Hospitality Team"
v3,gpt-4o,29,"Wednesday, August 23",Training day for internal staff,,Lunch,18,No,To be confirmed,,,B203,,,"[""event_time"", ""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]","Subject: Additional Information Needed for Lunch Reservation

Hi Anna,

Thank you for reaching out about the training day on August 23rd. I'd be happy to tentatively reserve lunch for your team. To ensure everything is arranged smoothly, could you please provide a few additional details?

- What time will the event take place?
- Which office location should we arrange the lunch for?
- Are there any dietary requirements we should be aware of?
- Will you need any AV equipment for the event?
- Are there any extra arrangements or specific requests you'd like us to consider?

Feel free to let me know at your earliest convenience. Looking forward to assisting you with this event!

Best regards,

[Your Name]  
Xebia Hospitality Back-Office Team"
v3,gpt-4o,30,Next Tuesday,Visit from Salesforce,1:00 PM to 5:00 PM,,20,Salesforce,Coffee and tea service,,To be confirmed,Training room A101,,,"[""meal_type"", ""office_location"", ""av_equipment"", ""extra_arrangements""]","Subject: Follow-Up on Training Room and Refreshments Request

Hi Marco,

Thank you for your request regarding the Salesforce visit next Tuesday. I'm happy to assist with arranging the training room and refreshments.

To ensure everything is set up perfectly, could you please provide a bit more information on the following:

- Meal type: Will there be any snacks or meals needed in addition to coffee and tea?
- Office location: Could you confirm which office location the meeting will be held at?
- AV equipment: Will you need any specific audio-visual equipment for the session?
- Extra arrangements: Are there any additional arrangements or specific setup requirements we should be aware of?

Feel free to update me on any dietary needs when you have them. Looking forward to your response!

Best regards,

[Your Name]
Xebia Hospitality Team"
v3,gpt-4o,31,March 15th,Strategy catch-up,10:00 AM to 12:00 PM,Light snacks and coffee,8,"No, just our core team",Light snacks and coffee,,,Room B211,,,"[""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]","Subject: Additional Details Needed for Your March 15th Meeting

Hi [Name],

Thank you for reaching out with your meeting request. I'm happy to assist with the arrangements for your strategy catch-up on March 15th.

Could you please provide a bit more information to help us process your request?
- **Office Location**: Which office will you be holding the meeting in?
- **Dietary Requirements**: Are there any specific dietary requirements or preferences we should be aware of for the snacks and coffee?
- **AV Equipment**: Will you require any AV equipment for your meeting?
- **Extra Arrangements**: Are there any additional arrangements or special requests you'd like us to consider?

Once I have this information, I can finalize the booking and ensure everything is in place for your meeting.

Thank you, and I look forward to your response.

Best regards,

[Your Name]  
Xebia Hospitality Team"
v3,gpt-4o,32,February 5th,Potential partner visit,,Lunch,14,3 external guests,Simple lunch with assorted sandwiches and a vegetarian option,Rotterdam,To be confirmed,Suitable meeting room,,Water and tea available throughout the meeting,"[""event_time"", ""av_equipment""]","Subject: Follow-up on Meeting Room and Catering Request

Hi [Name],

Thank you for reaching out with the details of the upcoming meeting on February 5th. I am in the process of arranging the meeting room and catering services for your group.

Could you please provide the event time so that I can reserve the room accordingly? Additionally, let me know if you require any AV equipment during the meeting.

Looking forward to your response. Please feel free to reach out if there’s anything else I can assist you with.

Best regards,

[Your Name]  
Hospitality Team  
Xebia"
v3,gpt-4o,33,April 22nd,Small team meeting,8:30 AM until noon,Breakfast,10,,Breakfast with pastries and fruit,,,Room 3.02,,Breakfast setup in the Grand Café,"[""external_guests"", ""office_location"", ""dietary_requirements"", ""av_equipment""]","Subject: Additional Details Needed for Breakfast Meeting on April 22nd

Hi [Name],

Thank you for reaching out with your breakfast request for the meeting on April 22nd. We're happy to assist in arranging everything for you.

Could you please provide a few additional details to help us ensure everything is perfectly set up for your team?

- Are there any external guests joining the meeting?
- Could you confirm the office location for the setup?
- Do any attendees have specific dietary requirements we should be aware of?
- Will you need any AV equipment for your discussions in Room 3.02?

Once we have this information, we can finalize the arrangements for you. Looking forward to your reply!

Best regards,

[Your Name]  
Xebia Hospitality Team"
v3,gpt-4o,34,July 9th,Project review session,2 PM to 5 PM,,15,,Coffee and snacks,Amsterdam office,To be confirmed,A302,Projector,,"[""meal_type"", ""external_guests"", ""extra_arrangements""]","Subject: Follow-Up on Room and Refreshment Request for July 9th

Good afternoon,

Thank you for your request regarding the project review session on July 9th. I'm in the process of arranging everything for you and just needed a few additional details to ensure everything is set up perfectly.

Could you please let me know:
- The type of meal you would prefer for the session.
- If there will be any external guests attending.
- Any extra arrangements you might need, aside from the coffee, snacks, and projector.

Looking forward to your reply so we can finalize the arrangements.

Best regards,

[Your Name]  
Xebia Hospitality Team"
v3,gpt-4o,35,August 3rd,Small workshop,9:00 AM to noon,Sandwiches and drinks,8,2 guests,,Hilversum office,To be confirmed,Any available space,,,"[""catering_type"", ""av_equipment"", ""extra_arrangements""]","Subject: Follow-up on Workshop Request for August 3rd

Hi [Name],

Thank you for reaching out to us about organizing the workshop on August 3rd. We're happy to assist you with the arrangements.

To ensure everything goes smoothly, could you please provide a bit more information on the following:

1. **Catering Type**: Do you have a preference for the type of sandwiches and drinks? We can offer vegetarian, vegan, or any specific preferences you might have.

2. **AV Equipment**: Will you need any audio-visual equipment for the workshop, such as a projector or screen?

3. **Extra Arrangements**: Are there any other specific arrangements or requirements you'd like us to consider for your session?

Thank you for your help in providing these details. Once we have this information, we can proceed with making the necessary arrangements. Looking forward to your reply!

Best regards,

[Your Name]  
Xebia Hospitality Back-Office Team"
v3,gpt-4o,36,"Wednesday, July 22",Internal workshop for DevOps team,10:00 AM to 3:00 PM,Lunch,18,No,Salads and sandwiches,Hilversum,Vegan,Training room,Projector,,"[""extra_arrangements""]","Subject: Additional Information Needed for Your Workshop Request

Hello [Name],

Thank you for reaching out with the details of your upcoming DevOps workshop. We are glad to assist in arranging the space and amenities for your event at the Hilversum office.

To ensure everything is perfectly set up for your team, could you please let us know if there are any extra arrangements or specific requirements you'd like us to consider for the workshop?

Looking forward to your response, and we'll do our best to accommodate your needs.

Best regards,

[Your Name]  
Hospitality Back-Office Team  
Xebia"
v3,gpt-4o,37,"Friday, August 7th",Partner meeting with AWS,11:00 AM to 3:00 PM,Lunch,12,AWS,Mix of wraps and fruit platters,Wibaut office,To be confirmed,,,,"[""room_location"", ""av_equipment"", ""extra_arrangements""]","Subject: Follow-Up on Partner Meeting Arrangements

Hi [Name],

Thank you for reaching out with the details for the upcoming partner meeting with AWS on August 7th. I’m happy to assist in getting everything organized for you.

Could you please let me know which specific room location within the Wibaut office you prefer? Additionally, if there is any AV equipment you might need for the meeting, please let me know so I can ensure it is available and set up. Lastly, if there are any extra arrangements or special requests you have in mind, feel free to share those as well.

Looking forward to your reply.

Cheers,

[Your Name]"
v3,gpt-4o,38,"Monday, September 14",Team-building session,2:00 PM,Snacks and drinks,25,,,,,Bangalore room,,,"[""external_guests"", ""catering_type"", ""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]","Subject: Follow-Up: Team-Building Session Details Needed

Hi [Name],

Thank you for reaching out to us with your request for the team-building session on September 14. We’re excited to assist you with the arrangements. To ensure everything goes smoothly, could you please provide a bit more information on the following?

- Will there be any external guests attending?
- Do you have any specific catering type in mind for the snacks and drinks?
- Could you confirm the office location for this event?
- Are there any dietary requirements we should be aware of?
- Will you need any AV equipment for the session?
- Are there any extra arrangements or special requests you would like us to consider?

Once we have these details, we’ll be able to proceed with the arrangements efficiently. 

Thank you, and looking forward to your response.

Best regards,

[Your Name]  
Hospitality Team, Xebia"
v3,gpt-4o,39,"Thursday, October 15th",Client meeting with ING,1:00 PM until 5:00 PM,Lunch,15,ING clients,Catered lunch with vegetarian options,Amsterdam office,Vegetarian options,Paris room,,Setup with chairs in a semicircle,"[""av_equipment""]","Subject: Follow-up on Room Reservation Request

Dear [Name],

Thank you for your request regarding the client meeting scheduled for October 15th. We are currently arranging the Paris room and catering for your event.

Could you please let us know if you require any AV equipment for the meeting? Once we have this information, we can proceed with finalizing the arrangements.

Please feel free to reach out if you have any other questions or additional requests.

Best regards,

[Your Name]  
Xebia Hospitality Team"
v3,gpt-4o,40,"Tuesday, November 3",Internal Product Demo,Full day,Lunch,20,Internal Xebia employees,Light lunch with sandwiches,Wibaut office,,Training Room A,Projector,,"[""dietary_requirements"", ""extra_arrangements""]","Subject: Additional Details for Your Upcoming Product Demo

Hi [Name],

Thank you for your request regarding the internal product demo on November 3rd. We're excited to assist you with the arrangements.

Could you please provide any specific dietary requirements for the lunch? Additionally, if there are any extra arrangements or specific needs beyond what you've mentioned, please let me know.

Looking forward to your response so we can ensure everything is perfect for your event.

Best regards,

[Your Name]  
Xebia Hospitality Back-Office Team"
v3,gpt-4o,41,October 25,Strategy session with key partners,14:00 to 18:00,Light refreshments,18,4 from external companies,Sandwiches and drinks,Laap office,To be confirmed,Larger training room,,,"[""av_equipment"", ""extra_arrangements""]","Subject: Follow-Up on Strategy Session Request for October 25

Hi [Name],

Thank you for your request regarding the strategy session on October 25 at the Laap office. We're excited to assist in making this event a success.

To ensure we meet all your needs, could you please let us know if you require any AV equipment for the session? Additionally, if there are any extra arrangements or specific setups you would like, please do share those details with us.

Looking forward to your confirmation on dietary requirements as well.

Thank you!

Best regards,  
[Your Name]  
Xebia Hospitality Back-Office Team"
v3,gpt-4o,42,"Friday, November 7",Meeting with a client,10:00 AM to 1:00 PM,Lunch,15,3 people from the client side,Simple catered lunch with sandwiches and salads,Hilversum office,Vegetarian-friendly option,Meeting room,,,"[""av_equipment"", ""extra_arrangements""]","Subject: Additional Details for Your Meeting Request

Hi [Name],

Thank you for reaching out with your meeting request for Friday, November 7 at the Hilversum office. I'm in the process of securing a meeting room and organizing the catered lunch as you specified.

Could you please let me know if you require any AV equipment for the meeting? Additionally, if there are any extra arrangements or specific needs you have in mind, please feel free to share those details.

Looking forward to your reply.

Best regards,

[Your Name]  
Xebia Hospitality Team"
v3,gpt-4o,43,"Monday, October 20",Internal workshop on Agile practices,9:00 AM to 3:00 PM,,25,Internal Xebia employees,Coffee and tea setup with snacks,Wibaut office,To be confirmed,Room suitable for about 25 people,,,"[""meal_type"", ""av_equipment"", ""extra_arrangements""]","Subject: Follow-up on Agile Practices Workshop Details

Hello [Name],

Thank you for the details regarding the upcoming Agile practices workshop on October 20th. It sounds like a productive day is planned!

To ensure everything is set up perfectly, could you please provide a bit more information on the following:

1. **Meal Type**: Would you like us to arrange a specific type of meal or catering service for lunch?
2. **AV Equipment**: Will you require any audio-visual equipment such as projectors or microphones for the workshop?
3. **Extra Arrangements**: Are there any additional arrangements or special requests we should be aware of?

Once we have this information, we'll make sure everything is in place to support a successful workshop.

Looking forward to your response.

Best regards,

[Your Name]  
Xebia Hospitality Back-Office Team"
v3,gpt-4o,44,"Thursday, October 12",Meeting with Appian partners,8:30 to 11:30,Breakfast,12,Partners from Appian,"Catered breakfast with pastries, fruits, and juices",Amsterdam office,To be confirmed,Boardroom,,,"[""av_equipment"", ""extra_arrangements""]","Subject: Follow-Up on Breakfast Catering Request for October 12th

Dear [Name],

Thank you for reaching out with the breakfast catering request for this Thursday's meeting. We’re happy to assist with the arrangements.

Could you please let us know if you require any AV equipment for the meeting or if there are any extra arrangements you'd like us to consider?

Looking forward to your response.

Best regards,

[Your Name]  
Xebia Hospitality Back-Office Team"
v3,gpt-4o,45,"Friday, December 1",Team-building event,16:00 to 18:30,Dinner,30,,Buffet-style dinner,Grand Café,,,To be confirmed,Series of fun activities,"[""external_guests"", ""dietary_requirements"", ""room_location""]","Subject: Follow-Up: Team-Building Event Details

Hi [Name],

Thank you for reaching out to us regarding the team-building event on December 1st at the Grand Café. It sounds like a great plan!

To ensure everything goes smoothly, could you please provide a bit more information on the following points?
- Will there be any external guests joining the event?
- Are there any specific dietary requirements we should be aware of for the buffet dinner?
- Do you have a preferred room location within the Grand Café for the event?

Once we have these details, we can proceed to arrange everything accordingly.

Thank you, and looking forward to your reply!

Best regards,

[Your Name]  
Xebia Hospitality Team"
v3,gpt-4o,46,March 14th,Gathering with DevOps partners,,Lunch,18,DevOps partners,Sandwiches or small buffet,,To be confirmed,Paris room,,,"[""event_time"", ""office_location"", ""av_equipment"", ""extra_arrangements""]","Subject: Re: Gathering with DevOps Partners on March 14th

Hello [Name],

Thank you for reaching out with the details of your upcoming gathering. We're delighted to assist in making the event a success.

To proceed with your request, could you please provide us with the following additional details?
- The specific time you plan to hold the event.
- The office location where the Paris room is situated.
- Any AV equipment you might require for the gathering.
- Any extra arrangements or specific setups you might need.

Once we have this information, we'll be able to confirm the availability of the Paris room and coordinate the catering accordingly.

Looking forward to your reply.

Best regards,

[Your Name]  
Xebia Hospitality Back-Office Team"
v3,gpt-4o,47,January 22nd,Visit from Berlin office colleagues,8:30 AM,Breakfast,15,Berlin office colleagues,"Mix of pastries, fruits, coffee, and juice",,,Grand Café,Projector,,"[""office_location"", ""dietary_requirements"", ""extra_arrangements""]","Subject: Additional Details for January 22nd Breakfast Event

Hi [Name],

Thank you for reaching out with the request for a welcoming breakfast at the Grand Café. We are excited to assist in making this event a success for our Berlin colleagues.

To proceed with the arrangements, could you please provide us with the following details:
- The office location where the event will be held.
- Any specific dietary requirements or preferences we should be aware of.
- Any additional arrangements or equipment needed apart from the projector.

Once we have this information, we can finalize the arrangements and ensure everything is set for a wonderful breakfast.

Best regards,

[Your Name]  
Hospitality Team  
Xebia"
v3,gpt-4o,48,"Tuesday, October 10th",Client Workshop,,Lunch,25,Client,Simple lunch with sandwiches and salads,Hilversum office,To be confirmed,Training room,,,"[""event_time"", ""av_equipment"", ""extra_arrangements""]","Subject: Follow-up on Workshop Arrangements for October 10th

Hi [Name],

Thank you for reaching out with the details for the upcoming client workshop on October 10th at the Hilversum office. I'm happy to assist with the arrangements.

Could you please provide the following additional details to ensure everything is set up perfectly for the event?

- The event's start and end times
- Any specific AV equipment needed
- Any extra arrangements or special requirements for the day

Looking forward to your confirmation on the number of participants and any dietary restrictions as well. Please let me know if there's anything else I can do to help.

Best regards,

[Your Name]  
Xebia Hospitality Back-Office Team"
v3,gpt-4o,49,November 3rd,Internal team-building session,13:00 to evening,Dinner,30,Internal Xebia employees only,Light dinner,Utrecht office,Vegetarian preferences,,,,"[""room_location"", ""av_equipment"", ""extra_arrangements""]","Subject: Follow-up on Team-Building Session Arrangements

Dear [Name],

Thank you for reaching out to us regarding the team-building session on November 3rd. We’re excited to assist you in organizing the event at the Utrecht office.

To ensure everything goes smoothly, could you please provide us with the specific room location for the session? Additionally, let us know if you require any AV equipment or if there are any extra arrangements you would like us to consider.

Looking forward to your response.

Best regards,

[Your Name]  
Xebia Hospitality Team"
v3,gpt-4o,50,February 5th,Meeting with TechSavvy,10:00 AM,,10,TechSavvy,"Coffee, tea, and snacks",,To be confirmed,Boardroom,,,"[""meal_type"", ""office_location"", ""av_equipment"", ""extra_arrangements""]","Subject: Follow-Up on Meeting Arrangements for February 5th

Hi [Name],

Thank you for reaching out to us regarding the meeting with TechSavvy. We're happy to assist with the arrangements. To ensure everything is perfectly set up, could you please provide a bit more information on the following?

- Meal type preference for the snacks
- Office location for the Boardroom
- Any specific AV equipment needed
- Any extra arrangements you'd like us to consider

Once we have these details, we'll make sure everything is ready for your meeting. Looking forward to your reply!

Best regards,

[Your Name]  
Xebia Hospitality Team"
v3,gpt-4o-mini,1,"Thursday, March 5th",Workshop for potential clients,10:00 AM to 3:00 PM,Light lunch,18,Potential clients,Sandwiches and salads,,,Orange Room,,Coffee and tea for the morning session,"[""office_location"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4o-mini,2,"Monday, April 14th",Tech Talk,Starting around 1:00 PM,Meal afterwards,25,,Pizzas or something easy,Wibaut office,,,,Room reservation for the entire afternoon,"[""external_guests"", ""dietary_requirements"", ""room_location"", ""av_equipment""]",
v3,gpt-4o-mini,3,"Wednesday, July 22",Partner Event with SAP,2:00 PM to 6:00 PM,Refreshments and snacks,15,SAP stakeholders,To be confirmed,,,,AV equipment for presentations,Advice on a good spot for a post-meeting dinner,"[""office_location"", ""dietary_requirements"", ""room_location""]",
v3,gpt-4o-mini,4,"Friday, May 8th",Strategy Session,12:30 PM,Lunch,7,,Simple lunch with wraps and salads,,Gluten-free,Paris Room,,,"[""external_guests"", ""office_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,5,June 10th,Client Engagement Session,10:00 AM to 4:00 PM,Lunch,20,Visitors from Ericsson,Buffet with multiple dietary options,,,Grand Café,,,"[""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,6,"Thursday, September 15",Leadership Workshop,12:30,Light lunch,18,Mix of internal and external stakeholders,Selection of salads and wraps,,To be confirmed,A202,Projector,,"[""office_location"", ""extra_arrangements""]",
v3,gpt-4o-mini,7,"Thursday, March 10",Client Workshop,9:00 AM,Breakfast,25,Clients,Simple breakfast with pastries and coffee,Hilversum,,Meeting room,,,"[""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,8,"Monday, October 3rd",Strategy session,10:00 to 3:00 PM,Lunch,15,,Mix of sandwiches and fruit platter,,To be confirmed,G110,,,"[""external_guests"", ""office_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,9,"Thursday, July 7th",Roundtable discussion,,,10,"A few from our partner, TechAdvantage","Refreshments like coffee, tea, and snacks",Laap office,,Paris room,,,"[""event_time"", ""meal_type"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,10,"Friday, August 20th",Internal training session,2:00 PM to 5:00 PM,,12,Internal Xebia employees,,Wibaut office,,Training room II,,Coffee station setup nearby,"[""meal_type"", ""catering_type"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4o-mini,11,May 18,Client Workshop with KLM,,Lunch,15,KLM,Simple lunch with sandwiches and salads,,,Grand Cafe,,Reserve a table for the group,"[""event_time"", ""office_location"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4o-mini,12,"Tuesday, July 7",Strategy Meeting,09:00 - 15:00,Light breakfast and lunch,18,,Lunch with vegetarian option,Utrecht,To be confirmed,B201,,,"[""external_guests"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,13,June 14,Coding Bootcamp,10:00 to 17:00,Snacks and drinks,25,A few from our partner company,Snacks and drinks,Amsterdam,,Training Room A,,Snacks and drinks available throughout the day,"[""dietary_requirements"", ""av_equipment""]",
v3,gpt-4o-mini,14,"Friday, April 21",Leadership team lunch,,Lunch,8,,Catered lunch with sandwiches and fruit platter,,,Paris room,,Coffee and tea available,"[""event_time"", ""external_guests"", ""office_location"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4o-mini,15,March 30,Networking event,14:00 to 18:00,Finger foods,20,Guests from Deloitte,Selection of finger foods and soft drinks,,To be confirmed,Training Room C,,,"[""office_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,16,"Monday, June 14",Brainstorming session with strategic partners,,Pastries and coffee,To be confirmed,Strategic partners,Casual catering,,,A102,,,"[""event_time"", ""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,17,"Friday, October 23",Farewell gathering,,Lunch,15,,Catered lunch,Hilversum,Vegan options,Grand Cafe,,,"[""event_time"", ""external_guests"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,18,"Wednesday, February 10",Workshop for tech client,,Light lunch,18,Tech client,Lunch with sandwiches and drinks,Wibaut office,,Training room,,Snacks for the afternoon session,"[""event_time"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4o-mini,19,"Thursday, March 5",Meeting with Appian,10:00 AM to 2:00 PM,Lunch,12,Appian,Lunch with vegetarian options,Amsterdam,,B212,,,"[""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,20,"Tuesday, July 8",Meeting with Paris office,9 AM until 4 PM,Lunch,16,Paris office team,"Coffee, snacks, and simple lunch",Laap,To be confirmed,,,,"[""room_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,21,"Thursday, July 15",Executive Roundtable,8:00 AM,Breakfast,12,Key partners,"Light breakfast with pastries, coffee, and tea",Amsterdam,Gluten-free options,Paris room,,To be confirmed,"[""av_equipment""]",
v3,gpt-4o-mini,22,"Wednesday, August 10",Strategy Workshop with Shell,2 PM to 5 PM,Sandwiches and coffee,15,Shell colleagues,Sandwiches and coffee,,,3.02,,,"[""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,23,"Monday, September 5",Knowledge-sharing session,,Lunch,20,A few partners,Catered lunch with sandwiches and salad bar,Hilversum,Vegetarian option,,,Final count to be confirmed by next week,"[""event_time"", ""room_location"", ""av_equipment""]",
v3,gpt-4o-mini,24,"Friday, June 25",Team-building event,,Barbecue lunch,25,Colleagues from Paris office,Barbecue,,,Rooftop terrace,Projector,,"[""event_time"", ""office_location"", ""dietary_requirements"", ""extra_arrangements""]",
v3,gpt-4o-mini,25,"Friday, October 22",Kick-off meeting for a new project,10:00 AM to 3:00 PM,"Snacks, coffee, and tea",To be confirmed,,"Snacks, coffee, and tea",,,Berlin room,,,"[""external_guests"", ""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,26,"Thursday, April 13",Strategy session with ING,10:00 AM to 4:00 PM,Lunch,15,ING,Lunch setup with vegetarian options,,Vegetarian options,Amsterdam room,Projector,,"[""office_location"", ""extra_arrangements""]",
v3,gpt-4o-mini,27,"Monday, March 8",Get-together for new hires,2:00 to 5:00 PM,Coffee and snacks,8,,Coffee and snacks,,,Grand Café,,,"[""external_guests"", ""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,28,"Friday, November 15",Brainstorming session with Deloitte,9:00 AM,Light breakfast,12,Deloitte,Light breakfast,,,Paris room,,,"[""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,29,"Wednesday, August 23",Training day for internal staff,,Lunch,18,Internal staff,To be confirmed,,,B203,,,"[""event_time"", ""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,30,Next Tuesday,Visit from Salesforce,1:00 PM to 5:00 PM,Coffee and tea service,20,Salesforce,Coffee and tea service,,To be confirmed,A101,,,"[""office_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,31,March 15th,Strategy catch-up,10:00 AM to 12:00 PM,Light snacks and coffee,8,Core team,Light snacks and coffee,,,Room B211,,,"[""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,32,February 5th,Visit from potential partner,,Lunch,14,3 external guests,Simple lunch with assorted sandwiches and a vegetarian option,Rotterdam,To be confirmed,Suitable meeting room,,Water and tea available throughout the meeting,"[""event_time"", ""av_equipment""]",
v3,gpt-4o-mini,33,April 22nd,Team Meeting,8:30 AM to noon,Breakfast,10,,Breakfast with pastries and fruit,,,Room 3.02,,Breakfast setup in Grand Café,"[""external_guests"", ""office_location"", ""dietary_requirements"", ""av_equipment""]",
v3,gpt-4o-mini,34,July 9th,Project Review Session,2 PM to 5 PM,Coffee and snacks,15,,To be confirmed,Amsterdam,To be confirmed,A302,Projector,,"[""external_guests"", ""extra_arrangements""]",
v3,gpt-4o-mini,35,August 3rd,Workshop,9:00 AM to noon,Sandwiches and drinks,8,2 guests,Sandwiches and drinks,Hilversum,To be confirmed,,,,"[""room_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,36,"Wednesday, July 22",Internal workshop for DevOps team,10:00 AM to 3:00 PM,Lunch,18,Internal Xebia employees,Lunch with salads and sandwiches,Hilversum,Vegan,Training room,Projector,,"[""extra_arrangements""]",
v3,gpt-4o-mini,37,"Friday, August 7th",Partner meeting with AWS,11:00 AM to 3:00 PM,Lunch,12,AWS,Mix of wraps and fruit platters,Wibaut office,To be confirmed,,,,"[""room_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,38,"Monday, September 14",Team-building session,2:00 PM,Snacks and drinks,25,,To be confirmed,,,Bangalore,,,"[""external_guests"", ""office_location"", ""dietary_requirements"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,39,"Thursday, October 15th",Client Meeting with ING,1:00 PM until 5:00 PM,Catered lunch,15,ING,Catered lunch with vegetarian options,Amsterdam,,Paris room,,Setup with chairs in a semicircle,"[""dietary_requirements"", ""av_equipment""]",
v3,gpt-4o-mini,40,"Tuesday, November 3",Internal product demo,,Lunch,20,Internal Xebia employees,Light lunch with sandwiches,Wibaut office,,Training Room A,Projector,,"[""event_time"", ""dietary_requirements"", ""extra_arrangements""]",
v3,gpt-4o-mini,41,October 25,Strategy session with key partners,14:00 to 18:00,Light refreshments,18,4 from external companies,Sandwiches and drinks,Laap office,To be confirmed,Larger training room,,,"[""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,42,"Friday, November 7",Meeting with client,10:00 AM to 1:00 PM,Lunch,15,3 people from the client side,"Simple catered lunch with sandwiches and salads, vegetarian-friendly option",Hilversum,Vegetarian-friendly option,,,,"[""room_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,43,"Monday, October 20",Internal Workshop on Agile practices,9:00 AM - 3:00 PM,Snacks,25,Internal Xebia employees,Coffee and tea setup with snacks,Wibaut office,To be confirmed,,,,"[""room_location"", ""av_equipment"", ""extra_arrangements""]",
v3,gpt-4o-mini,44,"Thursday, October 12",Meeting,8:30 to 11:30,Breakfast,12,Partners from Appian,"Catered breakfast with pastries, fruits, and juices",Amsterdam,To be confirmed,Boardroom,,,"[""av_equipment"", ""extra_arrangements""]",
